{'emoticons': {'Love': 31, 'Like': 1078, 'Wow': 224, 'Haha': 119, 'Sad': 4, 'Angry': 1}, 'feature_emotion': [u'0.412024', u'0.248392', u'0.169647', u'0.310612', u'0.204397']}
{'emoticons': {'Love': 10, 'Like': 294, 'Wow': 14, 'Haha': 6, 'Sad': 22, 'Angry': 10}, 'feature_emotion': [u'0.463243', u'0.120189', u'0.142931', u'0.5256', u'0.561595']}
{'emoticons': {'Love': 366, 'Like': 1469, 'Wow': 23, 'Haha': 0, 'Sad': 178, 'Angry': 1}, 'feature_emotion': [u'0.114654', u'0.222452', u'0.48472', u'0.496752', u'0.156293']}
{'emoticons': {'Love': 7, 'Like': 127, 'Wow': 11, 'Haha': 1, 'Sad': 440, 'Angry': 28}, 'feature_emotion': [u'0.096792', u'0.184679', u'0.540857', u'0.514646', u'0.523126']}
{'emoticons': {'Love': 384, 'Like': 6617, 'Wow': 49, 'Haha': 2886, 'Sad': 36, 'Angry': 29}, 'feature_emotion': [u'0.158532', u'0.202878', u'0.153725', u'0.501861', u'0.093224']}
{'emoticons': {'Love': 13, 'Like': 75, 'Wow': 0, 'Haha': 0, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.264499', u'0.234148', u'0.127845', u'0.31927', u'0.12417']}
{'emoticons': {'Love': 1192, 'Like': 8725, 'Wow': 65, 'Haha': 5, 'Sad': 5, 'Angry': 9}, 'feature_emotion': [u'0.184407', u'0.264267', u'0.627879', u'0.457611', u'0.170303']}
{'emoticons': {'Love': 12, 'Like': 264, 'Wow': 5, 'Haha': 1, 'Sad': 0, 'Angry': 1}, 'feature_emotion': [u'0.463162', u'0.187624', u'0.11792', u'0.522441', u'0.134635']}
{'emoticons': {'Love': 7, 'Like': 346, 'Wow': 63, 'Haha': 210, 'Sad': 13, 'Angry': 18}, 'feature_emotion': [u'0.177599', u'0.235155', u'0.189688', u'0.427158', u'0.473634']}
{'emoticons': {'Love': 12, 'Like': 705, 'Wow': 526, 'Haha': 45, 'Sad': 178, 'Angry': 1051}, 'feature_emotion': [u'0.150513', u'0.139712', u'0.5177', u'0.564155', u'0.187394']}
{'emoticons': {'Love': 60, 'Like': 6984, 'Wow': 200, 'Haha': 90, 'Sad': 912, 'Angry': 1755}, 'feature_emotion': [u'0.115283', u'0.219559', u'0.178202', u'0.501127', u'0.510001']}
{'emoticons': {'Love': 21, 'Like': 514, 'Wow': 49, 'Haha': 121, 'Sad': 10, 'Angry': 301}, 'feature_emotion': [u'0.172704', u'0.160784', u'0.526233', u'0.511', u'0.500863']}
{'emoticons': {'Love': 118, 'Like': 5572, 'Wow': 421, 'Haha': 1645, 'Sad': 216, 'Angry': 2029}, 'feature_emotion': [u'0.192937', u'0.191858', u'0.117558', u'0.525509', u'0.180903']}
{'emoticons': {'Love': 7, 'Like': 364, 'Wow': 27, 'Haha': 151, 'Sad': 76, 'Angry': 59}, 'feature_emotion': [u'0.096982', u'0.118219', u'0.410166', u'0.521778', u'0.219902']}
{'emoticons': {'Love': 10, 'Like': 301, 'Wow': 93, 'Haha': 5, 'Sad': 333, 'Angry': 1160}, 'feature_emotion': [u'0.527718', u'0.196641', u'0.528038', u'0.503775', u'0.60644']}
{'emoticons': {'Love': 13, 'Like': 237, 'Wow': 61, 'Haha': 372, 'Sad': 18, 'Angry': 39}, 'feature_emotion': [u'0.10409', u'0.261896', u'0.107068', u'0.592904', u'0.419415']}
{'emoticons': {'Love': 325, 'Like': 5885, 'Wow': 65, 'Haha': 3670, 'Sad': 29, 'Angry': 27}, 'feature_emotion': [u'0.453024', u'0.142457', u'0.157206', u'0.524324', u'0.201558']}
{'emoticons': {'Love': 3, 'Like': 161, 'Wow': 42, 'Haha': 3, 'Sad': 870, 'Angry': 5}, 'feature_emotion': [u'0.1309', u'0.195883', u'0.474172', u'0.567828', u'0.130254']}
{'emoticons': {'Love': 18, 'Like': 468, 'Wow': 78, 'Haha': 434, 'Sad': 21, 'Angry': 264}, 'feature_emotion': [u'0.399446', u'0.261013', u'0.113733', u'0.527966', u'0.494339']}
{'emoticons': {'Love': 8, 'Like': 411, 'Wow': 119, 'Haha': 3, 'Sad': 1008, 'Angry': 2825}, 'feature_emotion': [u'0.461633', u'0.156854', u'0.114283', u'0.522441', u'0.527459']}
{'emoticons': {'Love': 404, 'Like': 5525, 'Wow': 61, 'Haha': 3930, 'Sad': 42, 'Angry': 39}, 'feature_emotion': [u'0.12803', u'0.025791', u'0.016531', u'0.596472', u'0.319177']}
{'emoticons': {'Love': 7, 'Like': 302, 'Wow': 13, 'Haha': 0, 'Sad': 1093, 'Angry': 324}, 'feature_emotion': [u'0.097692', u'0.160322', u'0.107236', u'0.585773', u'0.186436']}
{'emoticons': {'Love': 11, 'Like': 260, 'Wow': 3, 'Haha': 7, 'Sad': 5, 'Angry': 1}, 'feature_emotion': [u'0.160767', u'0.234865', u'0.156493', u'0.551875', u'0.117992']}
{'emoticons': {'Love': 5, 'Like': 152, 'Wow': 0, 'Haha': 0, 'Sad': 0, 'Angry': 1}, 'feature_emotion': [u'0.119596', u'0.569738', u'0.12089', u'0.467499', u'0.104743']}
{'emoticons': {'Love': 31, 'Like': 435, 'Wow': 3, 'Haha': 7, 'Sad': 66, 'Angry': 1}, 'feature_emotion': [u'0.108666', u'0.513751', u'0.096595', u'0.54484', u'0.101929']}
{'emoticons': {'Love': 21, 'Like': 247, 'Wow': 1, 'Haha': 0, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.15083', u'0.494883', u'0.467171', u'0.509909', u'0.086491']}
{'emoticons': {'Love': 10, 'Like': 194, 'Wow': 1, 'Haha': 1, 'Sad': 1, 'Angry': 2}, 'feature_emotion': [u'0.143806', u'0.414268', u'0.47434', u'0.316744', u'0.163922']}
{'emoticons': {'Love': 17, 'Like': 390, 'Wow': 6, 'Haha': 3, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.111443', u'0.126865', u'0.431314', u'0.554976', u'0.481618']}
{'emoticons': {'Love': 7, 'Like': 278, 'Wow': 59, 'Haha': 5, 'Sad': 5, 'Angry': 0}, 'feature_emotion': [u'0.41586', u'0.206211', u'0.471451', u'0.444614', u'0.546709']}
{'emoticons': {'Love': 9, 'Like': 102, 'Wow': 5, 'Haha': 2, 'Sad': 16, 'Angry': 47}, 'feature_emotion': [u'0.154616', u'0.23399', u'0.20364', u'0.498977', u'0.149294']}
{'emoticons': {'Love': 4, 'Like': 197, 'Wow': 6, 'Haha': 52, 'Sad': 0, 'Angry': 2}, 'feature_emotion': [u'0.120101', u'0.255665', u'0.433204', u'0.504257', u'0.17701']}
{'emoticons': {'Love': 7, 'Like': 284, 'Wow': 20, 'Haha': 9, 'Sad': 2, 'Angry': 5}, 'feature_emotion': [u'0.182457', u'0.222276', u'0.131572', u'0.580604', u'0.176538']}
{'emoticons': {'Love': 183, 'Like': 955, 'Wow': 10, 'Haha': 18, 'Sad': 2, 'Angry': 9}, 'feature_emotion': [u'0.267076', u'0.087868', u'0.174869', u'0.42526', u'0.115253']}
{'emoticons': {'Love': 8, 'Like': 167, 'Wow': 6, 'Haha': 1, 'Sad': 2, 'Angry': 1}, 'feature_emotion': [u'0.595518', u'0.174394', u'0.108891', u'0.534303', u'0.537032']}
{'emoticons': {'Love': 656, 'Like': 8888, 'Wow': 28, 'Haha': 136, 'Sad': 4, 'Angry': 5}, 'feature_emotion': [u'0.169921', u'0.248266', u'0.520542', u'0.552208', u'0.177615']}
{'emoticons': {'Love': 8, 'Like': 167, 'Wow': 3, 'Haha': 1, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.082894', u'0.543976', u'0.126488', u'0.498492', u'0.181609']}
{'emoticons': {'Love': 17, 'Like': 368, 'Wow': 3, 'Haha': 6, 'Sad': 1, 'Angry': 15}, 'feature_emotion': [u'0.141074', u'0.110567', u'0.57194', u'0.511679', u'0.48592']}
{'emoticons': {'Love': 10, 'Like': 646, 'Wow': 122, 'Haha': 3, 'Sad': 298, 'Angry': 30}, 'feature_emotion': [u'0.123587', u'0.293433', u'0.509983', u'0.465874', u'0.172713']}
{'emoticons': {'Love': 49, 'Like': 4792, 'Wow': 1259, 'Haha': 630, 'Sad': 432, 'Angry': 2839}, 'feature_emotion': [u'0.154047', u'0.449906', u'0.126828', u'0.517279', u'0.458547']}
{'emoticons': {'Love': 11, 'Like': 387, 'Wow': 32, 'Haha': 4, 'Sad': 1903, 'Angry': 203}, 'feature_emotion': [u'0.137858', u'0.431015', u'0.091009', u'0.518463', u'0.182204']}
{'emoticons': {'Love': 310, 'Like': 1116, 'Wow': 11, 'Haha': 2, 'Sad': 1915, 'Angry': 4}, 'feature_emotion': [u'0.115493', u'0.203903', u'0.092232', u'0.587575', u'0.432499']}
{'emoticons': {'Love': 3, 'Like': 128, 'Wow': 41, 'Haha': 3, 'Sad': 432, 'Angry': 5}, 'feature_emotion': [u'0.091559', u'0.217949', u'0.428986', u'0.568154', u'0.436748']}
{'emoticons': {'Love': 7, 'Like': 288, 'Wow': 1, 'Haha': 1, 'Sad': 1, 'Angry': 0}, 'feature_emotion': [u'0.09473', u'0.33851', u'0.186767', u'0.532604', u'0.109012']}
